week,month,year,date,city.id,com.id,gps,lat,long,id.surv,un.enrichment,isotope,container.id,type.container,water.depth,sed.depth,diameter,est.water.lit,isotope.ml,larvae,aedes.larvae,culex.larvae,other.larvae,1.instar,2.instar,3.instar,4.instar,pupa,notes
40,10,17,2017-10-05,1,1,4,-98.054958,26.128017,5,31C100517,C,31,4,15,2,30,6,1.1,1,1,0,0,0,0,1,1,1,NA
40,10,17,2017-10-05,1,1,5,-98.054953,26.128106,5,32C100517,C,32,6,10,1,15,2.5,0.5,0,0,0,0,0,0,0,0,0,Pool didnt enrich
40,10,17,2017-10-05,1,1,6,-98.054993,26.128197,5,33C100517,C,33,3,10,1,15,2.5,0.5,1,0,0,0,0,0,1,1,1,NA
40,10,17,2017-10-05,1,1,7,-98.054959,26.128233,5,34C100517,C,34,4,20,0.1,25,10,4,1,1,0,0,1,1,1,1,1,NA
40,10,17,2017-10-05,1,1,7,-98.054959,26.128233,5,35C100517,C,35,3,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,Didnt enrich overflow
40,10,17,2017-10-05,1,1,8,-98.055012,26.128348,5,36C100517,C,36,3,7,0.5,20,3,1.2,1,1,0,0,1,1,1,1,1,NA
40,10,17,2017-10-05,1,1,9,-98.055012,26.128348,5,37C100517,C,37,1,0.2,0.2,20,0.7,0.1,NA,0,0,0,0,0,0,0,0,NA
40,10,17,2017-10-05,1,1,9,-98.054973,26.128125,5,38C100517,C,38,1,4,1,120,8,4,1,0,0,0,0,0,1,1,0,NA
40,10,17,2017-10-05,1,1,9,-98.055012,26.128348,5,39C100517,C,39,4,10,0.1,60,10,2,1,0,0,0,0,0,1,1,1,NA
40,10,17,2017-10-05,1,1,9,-98.055012,26.128348,5,40C100517,C,40,1,5,NA,45,10,4,1,1,0,0,1,1,1,1,1,NA
40,10,17,2017-10-05,1,1,9,-98.055012,26.128348,5,41C100517,C,41,1,6,0.1,120,8,4,1,1,0,0,1,1,1,1,1,NA
40,10,17,2017-10-05,1,1,9,-98.055004,26.128304,5,42C100517,C,42,3,11,3,32,6,2.4,0,0,0,0,0,0,1,1,0,NA
40,10,17,2017-10-05,1,1,9,-98.054936,26.129065,5,43C100517,C,43,1,1.5,4,NA,0.7,0.1,0,0,0,0,0,0,0,0,0,NA
40,10,17,2017-10-05,1,1,10,-98.054936,26.129065,5,44C100517,C,44,1,1.5,4,NA,0.7,0.1,0,0,0,0,0,0,0,0,0,NA
40,10,17,2017-10-05,1,1,10,-98.054935,26.12904,5,45C100517,C,45,1,6,0.2,45,6,1.2,1,1,0,0,1,1,1,1,1,NA
40,10,17,2017-10-05,1,1,11,-98.055104,26.129732,5,1N100517,N,1,4,5,2,40,8,1.6,1,1,0,0,1,1,1,1,1,NA
40,10,17,2017-10-05,1,1,11,-98.0550696,26.129885,5,2N100517,N,2,1,3,0.1,60,6,1.2,NA,0,0,0,0,0,0,0,0,NA
40,10,17,2017-10-05,1,1,11,-98.0550696,26.129885,5,3N100517,N,3,1,5,1,60,8,1.6,NA,0,0,0,0,0,0,0,0,NA
40,10,17,2017-10-05,1,1,12,-98.055125,26.130072,5,4N100517,N,4,3,3,0.1,20,2,0.4,0,0,0,0,0,0,0,0,0,NA
40,10,17,2017-10-05,1,1,12,-98.055106,26.130036,5,5N100517,N,5,1,4.5,0.1,100,8,1.6,1,0,0,0,0,0,1,1,0,NA
40,10,17,2017-10-05,1,1,12,-98.055106,26.130036,5,6N100517,N,6,1,2.5,0.2,100,5,1,0,0,0,0,0,0,0,0,0,NA
40,10,17,2017-10-05,1,1,12,-98.055106,26.130036,5,7N100517,N,7,1,2.5,1,80,4.5,0.9,1,0,0,0,0,0,1,1,1,NA
40,10,17,2017-10-05,1,1,13,-98.055197,26.130204,5,8N100517,N,8,1,5,0.2,45,5,1,1,0,0,0,0,0,1,1,1,NA
40,10,17,2017-10-05,1,1,13,-98.055197,26.130204,5,9N100517,N,9,4,20,NA,30,20,4,0,0,0,0,0,0,0,0,1,NA
40,10,17,2017-10-05,1,1,13,-98.055197,26.130204,5,10N100517,N,10,5,25,20,42,40,8,1,0,0,0,0,1,1,1,1,NA
40,10,17,2017-10-05,1,1,14,-98.055157,26.130569,5,11N100517,N,11,1,4,3,23,2,0.4,0,0,0,0,1,1,0,0,0,NA
40,10,17,2017-10-05,1,1,14,-98.055157,26.130569,5,12N100517,N,12,1,5,NA,30,5,1,1,0,0,0,0,0,1,1,1,NA
40,10,17,2017-10-05,1,1,14,-98.055157,26.130569,5,13N100517,N,13,1,7,1,30,8,1.6,1,0,0,0,0,0,1,1,1,NA
40,10,17,2017-10-05,1,1,14,-98.055157,26.130569,5,14N100517,N,14,1,5,0.2,NA,3,0.6,NA,0,0,0,0,0,0,0,NA,NA
40,10,17,2017-10-05,1,1,14,-98.055199,26.1304957,5,15N100517,N,15,1,6,1,50,6,1.2,1,0,0,0,0,0,1,1,1,NA
40,10,17,2017-10-05,1,1,14,-98.055199,26.1304957,5,16N100517,N,16,1,4.5,0.2,48,4,0.8,1,0,0,0,1,1,1,1,1,NA
40,10,17,2017-10-05,1,1,15,-98.0552249,26.1307028,5,17N100517,N,17,1,NA,NA,NA,NA,1.5,0,0,0,0,0,0,0,0,0,Near wasps
40,10,17,2017-10-05,1,1,15,-98.0552249,26.1307028,5,18N100517,N,18,1,NA,NA,NA,NA,1.6,0,0,0,0,0,0,0,0,0,Near wasps
40,10,17,2017-10-05,1,1,15,-98.0552249,26.1307028,5,19N100517,N,19,NA,NA,NA,NA,NA,2,0,0,0,0,0,0,0,0,0,Covered in grass
41,10,17,2017-10-12,1,1,19,-98.055013,26.127945,5,66C101217,C,66,4,3,1,20,2,0.8,0,0,0,0,0,0,0,0,0,NA
41,10,17,2017-10-12,1,1,19,-98.055013,26.127945,5,27C101217,C,27,1,3.5,0.5,35,5,1,0,0,0,0,0,0,0,0,0,NA
41,10,17,2017-10-12,1,1,20,-98.054981,26.128029,5,29C101217,C,29,4,25,5,35,25,5,1,0,0,0,0,0,1,1,1,NA
41,10,17,2017-10-12,1,1,20,-98.054981,26.128029,5,30C101217,C,30,4,5,2,30,6,1.2,1,1,0,0,0,0,1,1,1,NA
41,10,17,2017-10-12,1,1,20,-98.054981,26.128029,5,31C101217,C,31,4,9.5,1,25,5,1,1,0,0,0,0,0,1,1,1,NA
41,10,17,2017-10-12,1,1,22,-98.054988,26.128195,5,33C101217,C,33,3,5.5,0.5,35,3,0.8,1,0,0,0,0,0,1,1,1,NA
41,10,17,2017-10-12,1,1,23,-98.054937,26.128235,5,34C101217,C,34,4,20,0.5,35,40,10,1,0,0,0,1,1,1,1,1,NA
41,10,17,2017-10-12,1,1,17,-98.054842,26.127399,5,11C101217,C,11,1,3,1.5,30,4,0.8,0,0,0,0,0,0,0,0,0,NA
41,10,17,2017-10-12,1,1,17,-98.054842,26.127399,5,12C101217,C,12,2,8,0,100,15,3,1,0,0,0,1,1,0,0,0,NA
41,10,17,2017-10-12,1,1,17,-98.054842,26.127399,5,13C101217,C,13,2,3,1,20,2,0.4,1,0,0,0,0,0,1,1,1,NA
41,10,17,2017-10-12,1,1,17,-98.054842,26.127399,5,60C101217,C,60,2,10,0.5,40,5,2,1,0,0,0,0,0,1,1,0,NA
41,10,17,2017-10-12,1,1,17,-98.054842,26.127399,5,14C101217,C,14,1,4,1,100,8,1.6,1,0,0,0,0,0,1,1,1,NA
41,10,17,2017-10-12,1,1,17,-98.054842,26.127399,5,61C101217,C,61,1,3,1,25,3,1.2,1,0,0,0,0,1,1,0,0,NA
41,10,17,2017-10-12,1,1,17,-98.054842,26.127399,5,15C101217,C,15,1,12,1,30,10,2,1,1,0,0,1,1,1,1,1,NA
41,10,17,2017-10-12,1,1,18,-98.055066,26.127899,5,16C101217,C,16,4,2,0,0,5,1,1,0,0,0,1,1,1,1,1,NA
41,10,17,2017-10-12,1,1,18,-98.055066,26.127899,5,62C101217,C,62,4,2,0.1,20,1,0.4,0,0,0,0,0,0,0,0,0,NA
41,10,17,2017-10-12,1,1,18,-98.055066,26.127899,5,17C101217,C,17,1,3,1,90,15,3,1,0,0,0,0,0,1,1,1,NA
41,10,17,2017-10-12,1,1,18,-98.055066,26.127899,5,18C101217,C,18,4,9,1,30,2.5,0.5,1,0,0,0,0,1,1,1,0,NA
41,10,17,2017-10-12,1,1,18,-98.055066,26.127899,5,63C101217,C,63,3,3,0.2,20,1.5,0.6,0,0,0,0,0,0,0,0,0,Broken fridge compartment
41,10,17,2017-10-12,1,1,18,-98.055066,26.127899,5,19C101217,C,19,1,3,0,NA,10,2,1,0,0,0,0,0,1,1,0,BEES!
41,10,17,2017-10-12,1,1,18,-98.055066,26.127899,5,20C101217,C,20,1,2,0,NA,3,0.6,1,0,0,0,0,0,1,1,1,BEES!
41,10,17,2017-10-12,1,1,18,-98.055066,26.127899,5,21C101217,C,21,4,12,1,35,1.5,3,0,0,0,0,0,0,0,0,0,NA
41,10,17,2017-10-12,1,1,18,-98.055066,26.127899,5,22C101217,C,22,1,5,1,120,20,4,1,0,0,0,0,0,1,1,0,NA
41,10,17,2017-10-12,1,1,18,-98.055066,26.127899,5,23C101217,C,23,3,3.5,1,10,1,0.2,1,0,0,0,0,1,1,1,0,NA
41,10,17,2017-10-12,1,1,18,-98.055066,26.127899,5,64C101217,C,64,3,2,1,10,1,0.4,1,0,0,0,1,0,0,0,0,NA
41,10,17,2017-10-12,1,1,18,-98.055066,26.127899,5,24C101217,C,24,3,6,1,10,1.5,0.3,1,0,0,0,0,1,1,1,1,NA
41,10,17,2017-10-12,1,1,18,-98.055066,26.127899,5,26C101217,C,26,1,7,0.1,35,4,1,1,1,0,0,0,0,1,1,0,NA
41,10,17,2017-10-12,1,1,19,-98.055013,26.127945,5,65C101217,C,65,4,3,0.1,10,1.5,0.6,1,0,0,0,0,0,1,1,0,NA
41,10,17,2017-10-12,1,1,16,-98.054808,26.12713,5,1C101217,C,1,2,6,1,120,20,4,1,1,0,0,1,1,1,1,1,NA
41,10,17,2017-10-12,1,1,16,-98.054808,26.12713,5,2C101217,C,2,1,4,3,20,4,1,0,0,0,0,0,0,0,0,0,NA
41,10,17,2017-10-12,1,1,17,-98.054842,26.127399,5,3C101217,C,3,1,5,2,15,1.5,0.3,1,0,0,0,1,1,1,1,1,NA
41,10,17,2017-10-12,1,1,17,-98.054842,26.127399,5,4C101217,C,4,1,15,4,25,3,0.6,0,0,0,0,0,0,0,0,0,NA
41,10,17,2017-10-12,1,1,17,-98.054842,26.127399,5,5C101217,C,5,2,10,1.5,60,12,2.4,1,1,0,0,0,1,1,1,1,NA
41,10,17,2017-10-12,1,1,17,-98.054842,26.127399,5,6C101217,C,6,1,6,3,20,2,0.4,1,0,0,0,0,0,1,1,0,NA
41,10,17,2017-10-12,1,1,17,-98.054842,26.127399,5,7C101217,C,7,1,5,3,45,5,1,1,1,0,0,0,0,1,1,0,NA
41,10,17,2017-10-12,1,1,17,-98.054842,26.127399,5,8C101217,C,8,6,4,0,80,35,7,0,0,0,0,0,0,0,0,0,NA
41,10,17,2017-10-12,1,1,17,-98.054842,26.127399,5,9C101217,C,9,1,8,2,40,5,1,1,0,0,0,0,0,1,1,0,NA
41,10,17,2017-10-12,1,1,17,-98.054842,26.127399,5,59C101217,C,59,1,2,NA,5,0.6,1.2,0,0,0,0,0,0,0,0,0,NA
41,10,17,2017-10-12,1,1,17,-98.054842,26.127399,5,10C101217,C,10,1,13,0,30,3,0.6,0,0,0,0,0,0,0,0,0,NA
41,10,17,2017-10-12,1,1,24,-98.055006,26.128302,5,38C101217,C,38,1,4,1,120,15,3,0,0,0,0,0,0,0,0,0,NA
41,10,17,2017-10-12,1,1,26,-98.054939,26.129057,5,43C101217,C,43,1,3,1,30,1,0.2,0,0,0,0,0,0,0,0,0,NA
41,10,17,2017-10-12,1,1,27,-98.055109,26.129746,5,1CN101217,CN,1,4,7,3,50,10,2,1,0,0,0,0,0,1,1,1,NA
41,10,17,2017-10-12,1,1,28,-98.0550696,26.129885,5,2N101217,N,2,1,3,1,100,20,4,NA,0,0,0,0,0,0,0,NA,NA
41,10,17,2017-10-12,1,1,28,-98.0550696,26.129885,5,3N101217,N,3,1,3,1,100,20,4,1,0,0,0,0,0,1,1,,NA
41,10,17,2017-10-12,1,1,29,-98.055106,26.130036,5,5N101217,N,5,1,5,0.5,120,15,3,1,1,0,0,0,0,1,1,0,NA
41,10,17,2017-10-12,1,1,29,-98.055106,26.130036,5,6N101217,N,6,1,5,1,100,10,2,1,0,0,0,0,0,1,1,0,NA
41,10,17,2017-10-12,1,1,29,-98.055106,26.130036,5,7N101217,N,7,1,4,1,45,7,1.5,1,0,0,0,0,0,1,1,1,NA
41,10,17,2017-10-12,1,1,30,-98.055191,26.130147,5,25N101217,N,25,1,3.5,0.5,100,15,6,0,0,0,0,0,0,0,0,0,NA
41,10,17,2017-10-12,1,1,31,-98.055197,26.130204,5,8N101217,N,8,1,4,0.5,25,5,1,1,0,0,0,0,0,0,0,1,NA
41,10,17,2017-10-12,1,1,32,-98.055197,26.130204,5,10N101217,N,10,5,17,12,60,30,6,1,0,0,0,0,1,1,1,1,NA
41,10,17,2017-10-12,1,1,33,-98.055157,26.130569,5,11N101217,N,11,1,3,4,10,1.5,0.3,1,0,0,0,0,0,1,1,0,NA
41,10,17,2017-10-12,1,1,33,-98.055175,26.13054,5,26N101217,N,26,1,1,3,10,1,0.4,1,0,0,0,0,0,1,1,1,NA
41,10,17,2017-10-12,1,1,33,-98.055157,26.130569,5,12N101217,N,12,1,5,2,45,5,1,0,0,0,0,0,0,0,0,0,NA
41,10,17,2017-10-12,1,1,33,-98.055157,26.130569,5,13N101217,N,13,1,7,1,35,9,2,0,0,0,0,0,0,0,0,0,NA
41,10,17,2017-10-12,1,1,34,-98.055199,26.1304957,5,15N101217,N,15,1,3,1,35,6,1.2,1,0,0,0,0,1,1,0,0,NA
41,10,17,2017-10-12,1,1,34,-98.055199,26.1304957,5,16N101217,N,16,1,3,0.5,40,5,1,1,0,0,0,0,1,1,1,0,NA
41,10,17,2017-10-12,1,1,35,-98.0552249,26.1307028,5,17N101217,N,17,1,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,NA,BEES!
41,10,17,2017-10-12,1,1,35,-98.0552249,26.1307028,5,18N101217,N,18,1,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,NA,BEES!
41,10,17,2017-10-12,1,1,33,-98.055157,26.130569,5,14N101217,N,14,1,3,0.5,NA,5,1,1,0,0,0,0,0,1,1,1,NA
43,10,17,2017-10-25,1,1,58,-98.055012,26.128348,5,37C102517,C,37,1,10.5,3,60,7,1.4,0,0,0,0,0,0,0,0,0,NA
43,10,17,2017-10-25,1,1,58,-98.055013,26.127945,5,67C102517,C,67,3,8.5,0,25,2,0.4,0,0,0,0,0,0,0,0,0,Blue Cooler by couch
43,10,17,2017-10-25,1,1,58,-98.055012,26.128348,5,39C102517,C,39,4,10,4,50,15,3,0,0,0,0,0,0,0,0,0,NA
43,10,17,2017-10-25,1,1,58,-98.055012,26.128348,5,40C102517,C,40,1,4,0.2,75,5,1,1,0,0,0,0,1,0,0,1,NA
43,10,17,2017-10-25,1,1,58,-98.055013,26.127945,5,68C102517,C,68,5,0.5,2,20,0.5,0.1,0,0,0,0,0,0,0,0,0,Toilet
43,10,17,2017-10-25,1,1,58,-98.055012,26.128348,5,41C102517,C,41,1,4,2.5,80,4,0.8,0,0,0,0,0,0,0,0,0,NA
43,10,17,2017-10-25,1,1,58,-98.055004,26.128304,5,42C102517,C,42,4,5,1.5,40,3,0.6,0,0,0,0,0,0,0,0,0,NA
43,10,17,2017-10-25,1,1,56,-98.054993,26.128197,5,33C102517,C,33,3,3,0.2,15,1,0.2,0,0,0,0,0,0,0,0,0,NA
43,10,17,2017-10-25,1,1,57,-98.054959,26.128233,5,34C102517,C,34,4,4.5,1,30,3,0.6,1,0,0,0,0,0,0,1,1,NA
43,10,17,2017-10-25,1,1,55,-98.054958,26.128017,5,28C102517,C,28,1,4,0.2,160,7,1.4,0,0,0,0,0,0,0,0,0,NA
43,10,17,2017-10-25,1,1,55,-98.054958,26.128017,5,29C102517,C,29,4,17,20,30,10,2,0,0,0,0,0,0,0,1,0,NA
43,10,17,2017-10-25,1,1,55,-98.054958,26.128017,5,31C102517,C,31,4,5,4,20,1,0.2,0,0,0,0,0,0,0,0,0,NA
43,10,17,2017-10-25,1,1,54,-98.055045,26.127944,5,25C102517,C,25,1,4.5,0.2,34,1.5,0.3,0,0,0,0,0,0,0,0,0,NA
43,10,17,2017-10-25,1,1,54,-98.055032,26.127929,5,26C102517,C,26,1,5,0.2,50,3.5,0.7,0,0,0,0,0,0,0,0,0,NA
43,10,17,2017-10-25,1,1,54,-98.055045,26.127944,5,21C102517,C,21,4,8,3.5,35,5,1,1,0,0,0,1,1,1,1,0,NA
43,10,17,2017-10-25,1,1,54,-98.055032,26.127929,5,22C102517,C,22,1,3,0.5,100,7,1.4,0,0,0,0,0,0,0,0,0,NA
43,10,17,2017-10-25,1,1,54,-98.055032,26.127929,5,27C102517,C,27,1,1,0.2,10,0.5,0.1,0,0,0,0,0,0,0,0,0,NA
43,10,17,2017-10-25,1,1,54,-98.055012,26.128348,5,56C102517,C,56,4,3,0.5,15,0.5,0.1,1,0,0,0,0,0,1,1,0,NA
43,10,17,2017-10-25,1,1,53,-98.05482,26.127413,5,5C102517,C,5,2,6,1,70,3,0.6,1,0,0,0,0,0,1,1,1,NA
43,10,17,2017-10-25,1,1,53,-98.05482,26.127413,5,6C102517,C,6,1,3.5,1.5,45,2.5,0.5,1,0,0,0,0,0,0,1,0,NA
43,10,17,2017-10-25,1,1,53,-98.05482,26.127413,5,7C102517,C,7,1,1,1.5,22,0.8,0.2,1,0,0,0,0,0,1,1,1,NA
43,10,17,2017-10-25,1,1,53,-98.05482,26.127413,5,9C102517,C,9,1,0.5,1.5,15,0.5,0.1,1,0,0,0,0,0,1,1,1,NA
43,10,17,2017-10-25,1,1,53,-98.05482,26.127413,5,10C102517,C,10,1,5.5,3,30,2,0.4,0,0,0,0,0,0,0,0,1,NA
43,10,17,2017-10-25,1,1,53,-98.05482,26.127413,5,12C102517,C,12,2,1,2,20,1,0.2,1,0,0,0,0,0,1,0,0,NA
43,10,17,2017-10-25,1,1,53,-98.054842,26.127399,5,60C102517,C,60,2,5,3,70,4,0.8,0,0,0,0,1,1,1,0,1,NA
43,10,17,2017-10-25,1,1,53,-98.05482,26.127413,5,15C102517,C,15,1,7,1,39,4,0.8,1,1,0,0,0,0,1,1,0,NA
43,10,17,2017-10-25,1,1,59,-98.055104,26.129732,5,1CN102517,CN,1,4,3.5,1.5,60,5,1,0,0,0,0,0,0,0,0,0,NA
43,10,17,2017-10-25,1,1,60,-98.0550696,26.129885,5,3N102517,N,3,1,4,1,100,6,1.2,1,0,0,0,1,1,1,1,0,NA
43,10,17,2017-10-25,1,1,60,-98.0550696,26.129885,5,2N102517,N,2,1,4,NA,60,6,1.2,0,0,0,0,0,0,0,0,0,NA
43,10,17,2017-10-25,1,1,61,-98.055106,26.130036,5,5N102517,N,5,1,2.5,0.2,80,5,1,1,0,0,0,0,1,1,1,1,NA
43,10,17,2017-10-25,1,1,62,-98.055197,26.130204,5,10N102517,N,10,5,14,25,60,8,1.6,1,0,0,0,0,1,1,1,1,NA
43,10,17,2017-10-25,1,1,63,-98.055157,26.130569,5,12N102517,N,12,1,6,NA,45,4,0.8,0,0,0,0,0,0,0,0,0,NA
43,10,17,2017-10-25,1,1,64,-98.055199,26.1304957,5,15N102517,N,15,1,4,2,60,2.5,0.5,0,0,0,0,0,0,0,0,0,NA
43,10,17,2017-10-25,1,1,64,-98.055199,26.1304957,5,16N102517,N,16,1,1,1.5,30,1,0.2,1,0,0,0,1,1,1,1,0,NA
43,10,17,2017-10-25,1,1,65,-98.0552249,26.1307028,5,18N102517,N,18,1,2.5,0.2,30,2,0.4,0,0,0,0,0,0,0,0,0,NA
44,11,17,2017-11-02,1,1,,-98.05482,26.127413,5,5C110217,C,5,2,5,0.5,70,1.5,0.3,1,1,0,0,0,1,1,1,1,NA
44,11,17,2017-11-02,1,1,,-98.05482,26.127413,5,6C110217,C,6,1,3.5,1,55,2,0.4,1,0,0,0,0,1,1,1,0,NA
44,11,17,2017-11-02,1,1,,-98.05482,26.127413,5,15C110217,C,15,1,3,2,30,1.5,3,1,1,0,0,1,1,1,1,1,NA
44,11,17,2017-11-02,1,1,,-98.055045,26.127944,5,25C110217,C,25,1,1,0.2,20,1,0.2,0,0,0,0,0,0,0,0,0,NA
44,11,17,2017-11-02,1,1,,-98.055032,26.127929,5,26C110217,C,26,1,2,0.4,45,2,0.4,0,0,0,0,0,0,0,0,0,NA
44,11,17,2017-11-02,1,1,,-98.055045,26.127944,5,21C110217,C,21,4,4,2,30,3,0.6,1,1,0,0,0,1,1,1,1,NA
44,11,17,2017-11-02,1,1,,-98.055032,26.127929,5,22C110217,C,22,1,2,0.4,70,3,0.6,0,0,0,0,0,0,0,0,0,NA
44,11,17,2017-11-02,1,1,,-98.054958,26.128017,5,29C110217,C,29,4,18,15,30,6,1.2,0,0,0,0,0,0,0,0,0,NA
44,11,17,2017-11-02,1,1,,-98.054958,26.128017,5,28C110217,C,28,1,2,0.2,100,5,1,0,0,0,0,0,0,0,0,0,NA
44,11,17,2017-11-02,1,1,,-98.054993,26.128197,5,33C110217,C,33,3,0.5,0.2,15,0.5,0.1,1,0,0,0,0,0,1,1,0,NA
44,11,17,2017-11-02,1,1,,-98.054959,26.128233,5,34C110217,C,34,4,2.5,1,30,2.5,0.5,0,0,0,0,0,0,0,0,0,NA
44,11,17,2017-11-02,1,1,,-98.055012,26.128348,5,37C110217,C,37,1,8,2,50,6,1.2,0,0,0,0,0,0,0,0,0,NA
44,11,17,2017-11-02,1,1,,-98.055012,26.128348,5,39C110217,C,39,4,12,5,60,10,2,0,0,0,0,0,0,0,0,0,TV
44,11,17,2017-11-02,1,1,,-98.055012,26.128348,5,40C110217,C,40,1,1.2,0.2,60,2,0.4,1,0,0,0,0,0,0,1,0,NA
44,11,17,2017-11-02,1,1,,-98.055012,26.128348,5,41C110217,C,41,1,2.5,0.3,80,4,0.8,0,0,0,0,0,0,0,0,0,NA
44,11,17,2017-11-02,1,1,,-98.055104,26.129732,5,1CN110217,CN,1,4,2,0.5,30,3,0.6,1,0,0,0,1,1,1,1,1,NA
44,11,17,2017-11-02,1,1,,-98.0550696,26.129885,5,2N110217,N,2,1,1.5,0.1,80,2.5,0.5,0,0,0,0,0,0,0,0,0,NA
44,11,17,2017-11-02,1,1,,-98.0550696,26.129885,5,3N110217,N,3,1,1.5,0.1,80,2.5,0.5,1,1,0,0,0,1,1,1,0,NA
44,11,17,2017-11-02,1,1,,-98.055106,26.130036,5,5N110217,N,5,1,1,0.2,80,3,0.6,1,1,0,0,0,1,1,1,0,NA
44,11,17,2017-11-02,1,1,,-98.055197,26.130204,5,10N110217,N,10,5,18,25,60,8,1.6,1,0,0,0,0,1,1,1,0,NA
44,11,17,2017-11-02,1,1,,-98.055157,26.130569,5,12N110217,N,12,1,2,0,30,2,0.4,0,0,0,0,0,0,0,0,0,NA
44,11,17,2017-11-02,1,1,,-98.055157,26.130569,5,13N110217,N,13,1,4,0.5,25,3,0.6,0,0,0,0,0,0,0,0,0,NA
45,11,17,2017-11-08,1,1,,-98.055104,26.129732,3,1CN110817,CN,1,4,2,1,30,1.5,0.3,1,0,0,0,0,1,1,0,1,Transect 2
45,11,17,2017-11-08,1,1,,-98.0550696,26.129885,3,2N110817,N,2,1,3,0.5,100,6,1.2,1,0,0,0,0,0,1,0,0,NA
45,11,17,2017-11-08,1,1,,-98.0550696,26.129885,3,3N110817,N,3,1,3,0.5,0,3,0.6,1,0,0,0,0,1,1,1,1,NA
45,11,17,2017-11-08,1,1,,-98.055191,26.130147,3,25N110817,N,25,1,2,0.2,100,3.5,0.7,1,0,0,0,0,0,1,1,NA,NA
45,11,17,2017-11-08,1,1,,-98.055197,26.130204,3,10N110817,N,10,5,7,0,60,7,1.4,1,0,0,0,0,1,1,1,1,NA
45,11,17,2017-11-08,1,1,,-98.055157,26.130569,3,12N110817,N,12,1,4.5,2,30,5,1,1,0,0,0,0,0,1,1,1,NA
45,11,17,2017-11-08,1,1,,-98.055157,26.130569,3,13N110817,N,13,1,4,3,10,0.5,0.1,0,0,0,0,0,0,0,0,0,NA
45,11,17,2017-11-08,1,1,,-98.05482,26.127413,1,5C110817,C,5,2,4,0.5,45,2,0.4,1,0,0,0,1,1,0,1,0,NA
45,11,17,2017-11-08,1,1,,-98.05482,26.127413,1,6C110817,C,6,1,1,0,10,0.5,0.1,1,0,0,0,0,0,1,1,1,NA
45,11,17,2017-11-08,1,1,,-98.054958,26.128017,1,29C110817,C,29,4,11,0,30,6,1.2,1,0,1,0,0,1,1,1,1,NA
45,11,17,2017-11-08,1,1,,-98.054958,26.128017,1,28C110817,C,28,1,2,0.5,120,2,0.4,0,0,0,0,0,0,0,0,0,NA
45,11,17,2017-11-08,1,1,,-98.054959,26.128233,1,34C110817,C,34,4,1.5,0.5,30,1,0.2,0,0,0,0,0,0,0,0,0,NA
45,11,17,2017-11-08,1,1,,-98.055012,26.128348,1,37C110817,C,37,1,9,2,45,6,1.2,9,0,0,0,0,0,0,0,0,NA
45,11,17,2017-11-08,1,1,,-98.055013,26.127945,1,66C110817,C,66,1,2,0.5,10,0.5,0.1,0,0,0,0,0,0,0,0,0,NA
45,11,17,2017-11-08,1,1,,-98.055012,26.128348,1,39C110817,C,39,4,7.5,0.5,50,10,2,0,0,0,0,0,0,0,0,0,NA
45,11,17,2017-11-08,1,1,,-98.055012,26.128348,1,40C110817,C,40,1,2,0.5,25,1,0.2,1,0,0,0,0,0,0,1,0,NA
45,11,17,2017-11-08,1,1,,-98.055013,26.127945,1,67C110817,C,67,3,4,0.5,25,3,0.6,0,0,0,0,0,0,0,0,0,New two
45,11,17,2017-11-08,1,1,,-98.055012,26.128348,1,41C110817,C,41,1,3,0.5,35,3,0.6,0,0,0,0,0,0,0,0,0,NA